Lp.,KWIT NR,DATA 1 WAŻENIA,DATA 2 WAŻENIA,POJAZD/ WAGON,KONTRAHENT,PRODUKT,POCHODZENIE,"WAŻENIE 1(BRUTTO)","WAŻENIE 2(TARA)",TYP WAŻENIA,NETTO
5204,9571/2017,2017-06-05 12:32:22,2017-06-05 12:36:48,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"18,26","15,04",PZ,3.22
5205,9572/2017,2017-06-05 12:34:14,2017-06-05 12:45:32,088,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"28,64","16,36",PZ,12.28
5206,9573/2017,2017-06-05 12:37:49,2017-06-05 12:49:20,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"24,42","14,48",PZ,9.94
5207,9574/2017,2017-06-05 12:43:51,2017-06-05 12:56:32,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,16","15,5",PZ,7.66
5208,9575/2017,2017-06-05 12:55:50,2017-06-05 13:04:03,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,74","14,06",PZ,8.68
5209,9577/2017,2017-06-05 13:03:24,2017-06-05 13:10:03,11,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"20,18","15,04",PZ,5.14
5210,9578/2017,2017-06-05 13:04:49,2017-06-05 13:10:54,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"14,92","12,62",PZ,2.3
5211,9580/2017,2017-06-05 13:12:36,2017-06-05 13:21:40,BI 8893U,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"16,04","10,7",PZ,5.34
5212,9581/2017,2017-06-05 13:13:48,2017-06-05 13:27:09,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"20,92","18,34",PZ,2.58
5213,9582/2017,2017-06-05 13:15:55,2017-06-05 13:31:30,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,44","6,56",PZ,0.88
5214,9584/2017,2017-06-05 13:25:08,2017-06-05 13:35:46,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"27,94","16,16",PZ,11.78
5215,9585/2017,2017-06-05 13:26:19,2017-06-05 13:37:38,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"28,18","15,62",PZ,12.56
5216,9586/2017,2017-06-05 13:28:04,2017-06-05 13:38:16,979,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"3,76","3,62",PZ,0.14
5217,9587/2017,2017-06-05 13:39:15,2017-06-05 13:44:21,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"23,52","16,78",PZ,6.74
5218,9588/2017,2017-06-05 13:47:05,2017-06-05 13:59:32,406,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"23,6","14,78",PZ,8.82
5219,9589/2017,2017-06-05 14:13:12,2017-06-05 14:31:42,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"38,38","16,94",PZ,21.44
5220,9591/2017,2017-06-05 14:14:43,2017-06-05 14:22:47,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,78","8,84",PZ,0.94
5221,9593/2017,2017-06-05 14:33:46,2017-06-05 14:40:06,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"30,56","19,38",PZ,11.18
5222,9594/2017,2017-06-05 14:42:52,2017-06-05 14:48:48,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"25,88","16,3",PZ,9.58
5223,9595/2017,2017-06-05 14:46:31,2017-06-05 14:57:46,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,54","14,04",PZ,9.5
5224,9596/2017,2017-06-05 14:47:47,2017-06-05 15:02:16,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,46","7,56",PZ,0.9
5225,9597/2017,2017-06-05 14:51:08,2017-06-05 15:15:21,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"25,76","13,72",PZ,12.04
5226,9599/2017,2017-06-05 15:14:26,2017-06-05 15:22:16,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,54","15,8",PZ,9.74
5227,9600/2017,2017-06-05 16:12:35,2017-06-05 16:20:10,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,66","14,46",PZ,11.2
5228,9601/2017,2017-06-05 17:14:03,2017-06-05 17:37:55,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"40,38","15,08",PZ,25.3
5229,9602/2017,2017-06-05 17:44:43,2017-06-05 17:48:58,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,78","6,4",PZ,0.38
5230,9603/2017,2017-06-05 17:52:54,2017-06-05 17:57:55,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,64","20,18",PZ,4.46
5231,9604/2017,2017-06-05 18:45:20,2017-06-05 18:52:41,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"27,6","15,7",PZ,11.9
5232,9605/2017,2017-06-05 20:06:29,2017-06-05 20:12:04,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"21,92","15,2",PZ,6.72
5233,9606/2017,2017-06-05 20:16:20,2017-06-05 20:24:33,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"27,66","16,28",PZ,11.38
5234,9607/2017,2017-06-05 20:18:35,2017-06-05 20:26:08,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"18,6","15,66",PZ,2.94
5235,9611/2017,2017-06-06 05:09:43,2017-06-06 05:27:25,BI 3229W,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"35,66","16,08",PZ,19.58
5236,9615/2017,2017-06-06 05:38:12,2017-06-06 05:43:38,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"15,08","12,34",PZ,2.74
5237,9623/2017,2017-06-06 06:04:48,2017-06-06 06:11:08,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,64","6,3",PZ,0.34
5238,9634/2017,2017-06-06 06:27:42,2017-06-06 06:45:56,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"38,34","16,92",PZ,21.42
5239,9636/2017,2017-06-06 06:33:25,2017-06-06 06:37:34,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,62","7,5",PZ,1.12
5240,9639/2017,2017-06-06 06:50:29,2017-06-06 06:57:52,BI 8893U,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"13,66","10,68",PZ,2.98
5241,9640/2017,2017-06-06 07:04:21,2017-06-06 07:11:12,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,74","14,04",PZ,8.7
5242,9641/2017,2017-06-06 07:06:06,2017-06-06 07:15:31,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,08","7,62",PZ,0.46
5243,9643/2017,2017-06-06 08:19:22,2017-06-06 08:37:37,BHA 23UC,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"33,04","15,32",PZ,17.72
5244,9644/2017,2017-06-06 08:40:54,2017-06-06 09:05:49,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"38,6","15,5",PZ,23.1
5245,9645/2017,2017-06-06 08:44:04,2017-06-06 09:07:44,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"39,48","15,02",PZ,24.46
5246,9646/2017,2017-06-06 09:43:21,2017-06-06 09:50:29,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,76","6,38",PZ,0.38
5247,9647/2017,2017-06-06 09:52:19,2017-06-06 10:01:34,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,76","14,02",PZ,8.74
5248,9649/2017,2017-06-06 10:00:21,2017-06-06 10:06:15,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,08","8,68",PZ,0.4
5249,9652/2017,2017-06-06 10:21:29,2017-06-06 10:26:42,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,36","6,64",PZ,0.72
5250,9653/2017,2017-06-06 11:02:30,2017-06-06 11:11:50,094,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"23,88","15,38",PZ,8.5
5251,9654/2017,2017-06-06 11:20:33,2017-06-06 11:26:30,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"28,02","18,26",PZ,9.76
5252,9655/2017,2017-06-06 11:28:56,2017-06-06 11:34:26,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"19,34","12,24",PZ,7.1
5253,9656/2017,2017-06-06 11:42:46,2017-06-06 11:49:37,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"22,76","14,02",PZ,8.74
5254,9657/2017,2017-06-06 11:50:44,2017-06-06 12:06:33,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,34",16,PZ,23.34
5255,9659/2017,2017-06-06 11:52:08,2017-06-06 11:57:19,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,68","15,78",PZ,9.9
5256,9660/2017,2017-06-06 11:55:47,2017-06-06 12:00:17,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"19,22","16,08",PZ,3.14
5257,9661/2017,2017-06-06 12:07:54,2017-06-06 12:13:13,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,26","6,62",PZ,0.64
5258,9662/2017,2017-06-06 12:16:21,2017-06-06 12:37:36,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"26,28","25,1",PZ,1.18
5259,9665/2017,2017-06-06 12:42:56,2017-06-06 13:06:27,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"38,76","15,42",PZ,23.34
5260,9666/2017,2017-06-06 12:50:28,2017-06-06 12:56:03,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,14","15,72",PZ,11.42
5261,9667/2017,2017-06-06 13:00:13,2017-06-06 13:05:49,634,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,34","6,46",PZ,0.88
5262,9668/2017,2017-06-06 13:04:13,2017-06-06 13:09:50,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"30,46","19,34",PZ,11.12
5263,9669/2017,2017-06-06 13:09:31,2017-06-06 13:16:47,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"21,22","13,78",PZ,7.44
5264,9670/2017,2017-06-06 13:15:06,2017-06-06 13:20:29,089,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"25,8","14,58",PZ,11.22
5265,9671/2017,2017-06-06 13:29:58,2017-06-06 13:39:39,088,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"26,46","16,32",PZ,10.14
5266,9672/2017,2017-06-06 13:30:25,2017-06-06 13:37:27,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,4",14,PZ,9.4
5267,9675/2017,2017-06-06 14:24:57,2017-06-06 14:29:30,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"20,22","19,22",PZ,1
5268,9676/2017,2017-06-06 14:53:12,2017-06-06 15:04:04,BI 8893U,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"16,28","10,74",PZ,5.54
5269,9678/2017,2017-06-06 15:06:45,2017-06-06 15:12:09,096,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"20,88","12,82",PZ,8.06
5270,9679/2017,2017-06-06 15:28:46,2017-06-06 15:35:50,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"20,42","13,98",PZ,6.44
5271,9680/2017,2017-06-06 15:31:10,2017-06-06 15:37:19,406,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"16,84","14,72",PZ,2.12
5272,9682/2017,2017-06-06 16:56:37,2017-06-06 17:04:43,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"18,54","16,68",PZ,1.86
5273,9683/2017,2017-06-06 16:59:49,2017-06-06 17:07:00,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"17,04",15,PZ,2.04
5274,9685/2017,2017-06-06 17:21:44,2017-06-06 17:31:15,758,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"26,12","16,32",PZ,9.8
5275,9686/2017,2017-06-06 17:39:52,2017-06-06 18:01:13,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"38,92","14,98",PZ,23.94
5276,9689/2017,2017-06-06 18:34:32,2017-06-06 18:41:02,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"20,2","13,36",PZ,6.84
5277,9691/2017,2017-06-06 19:45:17,2017-06-06 19:52:56,960,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"19,1","15,72",PZ,3.38
5278,9692/2017,2017-06-06 20:02:45,2017-06-06 20:08:53,BIA 31225,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"19,94","13,34",PZ,6.6
5279,9693/2017,2017-06-07 05:01:35,2017-06-07 05:20:03,BI 3229W,Przedsiębiorstwo Usług Komunalnych Sp. z o.o,19 12 12,HAJNÓWKA,"35,26","15,98",PZ,19.28
5280,9695/2017,2017-06-07 05:25:18,2017-06-07 05:29:24,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,1","6,68",PZ,0.42
5281,9711/2017,2017-06-07 06:14:44,2017-06-07 06:24:50,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,08",25,PZ,0.08
5282,9717/2017,2017-06-07 06:43:41,2017-06-07 06:48:06,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,92","7,66",PZ,0.26
5283,9718/2017,2017-06-07 06:48:05,2017-06-07 06:53:49,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,6","6,46",PZ,0.14
5284,9721/2017,2017-06-07 07:30:37,2017-06-07 07:47:07,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"37,42","16,92",PZ,20.5
5285,9722/2017,2017-06-07 07:56:31,2017-06-07 08:01:05,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,4","8,86",PZ,0.54
5286,9723/2017,2017-06-07 08:02:47,2017-06-07 08:16:30,BI 6247H,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"38,36","15,82",PZ,22.54
5287,9724/2017,2017-06-07 08:06:32,2017-06-07 08:11:19,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"18,96","15,74",PZ,3.22
5288,9725/2017,2017-06-07 08:09:09,2017-06-07 08:23:28,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,02","24,96",PZ,0.06
5289,9726/2017,2017-06-07 08:23:14,2017-06-07 08:42:07,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"39,88","15,4",PZ,24.48
5290,9727/2017,2017-06-07 08:34:41,2017-06-07 08:44:35,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"23,62",14,PZ,9.62
5291,9728/2017,2017-06-07 08:36:53,2017-06-07 08:43:57,979,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"4,22","3,64",PZ,0.58
5292,9730/2017,2017-06-07 08:58:36,2017-06-07 09:19:06,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"35,38","15,24",PZ,20.14
5293,9732/2017,2017-06-07 09:38:50,2017-06-07 09:42:23,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"16,86","13,94",PZ,2.92
5294,9734/2017,2017-06-07 09:57:46,2017-06-07 10:07:58,759,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"4,18","3,78",PZ,0.4
5295,9735/2017,2017-06-07 10:21:02,2017-06-07 10:36:33,BI 4792J,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"40,1","16,92",PZ,23.18
5296,9736/2017,2017-06-07 10:25:34,2017-06-07 10:39:37,BI 6247H,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"38,44","15,8",PZ,22.64
5297,9737/2017,2017-06-07 11:01:57,2017-06-07 11:05:51,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,42","6,62",PZ,0.8
5298,9738/2017,2017-06-07 11:20:54,2017-06-07 11:27:18,089,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"23,74","14,56",PZ,9.18
5299,9739/2017,2017-06-07 11:23:15,2017-06-07 11:26:19,999,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"5,14","3,56",PZ,1.58
5300,9740/2017,2017-06-07 11:37:07,2017-06-07 11:42:06,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,86","15,76",PZ,9.1
5301,9741/2017,2017-06-07 11:37:51,2017-06-07 11:42:52,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,44","6,7",PZ,0.74
5302,9742/2017,2017-06-07 11:54:17,2017-06-07 12:09:02,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,86","15,92",PZ,23.94
5303,9743/2017,2017-06-07 12:00:23,2017-06-07 12:06:46,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,86","8,54",PZ,1.32
5304,9744/2017,2017-06-07 12:21:39,2017-06-07 12:26:14,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,4","6,56",PZ,0.84
5305,9745/2017,2017-06-07 12:22:25,2017-06-07 12:43:39,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"38,98","15,32",PZ,23.66
5306,9746/2017,2017-06-07 12:34:36,2017-06-07 12:40:31,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"21,94","12,36",PZ,9.58
5307,9747/2017,2017-06-07 12:48:38,2017-06-07 12:54:39,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"19,68","15,8",PZ,3.88
5308,9748/2017,2017-06-07 12:49:06,2017-06-07 12:53:19,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"20,48","16,1",PZ,4.38
5309,9749/2017,2017-06-07 13:02:37,2017-06-07 13:08:40,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"20,32","16,72",PZ,3.6
5310,9750/2017,2017-06-07 13:04:08,2017-06-07 13:12:15,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,3","16,2",PZ,8.1
5311,9752/2017,2017-06-07 13:28:47,2017-06-07 13:36:49,406,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"27,82","14,74",PZ,13.08
5312,9754/2017,2017-06-07 13:34:02,2017-06-07 13:38:37,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"24,8","15,64",PZ,9.16
5313,9755/2017,2017-06-07 13:48:49,2017-06-07 13:54:05,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"19,32","15,74",PZ,3.58
5314,9756/2017,2017-06-07 14:02:27,2017-06-07 14:10:25,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"25,12","13,8",PZ,11.32
5315,9757/2017,2017-06-07 14:05:17,2017-06-07 14:12:01,635,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"7,36","6,38",PZ,0.98
5316,9758/2017,2017-06-07 14:12:16,2017-06-07 14:25:09,088,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,KUŹNICA BIAŁOSTOCKA,"29,38","16,16",PZ,13.22
5317,9759/2017,2017-06-07 14:13:15,2017-06-07 14:23:39,287,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"28,7","18,82",PZ,9.88
5318,9760/2017,2017-06-07 14:15:24,2017-06-07 14:45:42,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"35,34","16,82",PZ,18.52
5319,9761/2017,2017-06-07 14:26:26,2017-06-07 14:51:52,092,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,JUCHNOWIEC KOŚCIELNY,"25,66","14,2",PZ,11.46
5320,9762/2017,2017-06-07 15:38:19,2017-06-07 15:42:28,089,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,CHOROSZCZ,"16,76","14,5",PZ,2.26
5321,9763/2017,2017-06-07 15:39:30,2017-06-07 15:50:54,406,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Gródek),20 03 01,GRÓDEK,"19,2","14,72",PZ,4.48
5322,9764/2017,2017-06-07 15:44:04,2017-06-07 15:50:20,094,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,Supraśl,"18,32","15,32",PZ,3
5323,9765/2017,2017-06-07 15:55:56,2017-06-07 16:04:27,BI 8893U,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"16,6","10,74",PZ,5.86
5324,9766/2017,2017-06-07 16:07:58,2017-06-07 16:12:56,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"18,94","12,42",PZ,6.52
5325,9767/2017,2017-06-07 17:17:57,2017-06-07 17:38:57,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"37,22","15,18",PZ,22.04
5326,9768/2017,2017-06-07 18:14:13,2017-06-07 18:20:07,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"19,14","12,22",PZ,6.92
5327,9769/2017,2017-06-07 18:27:20,2017-06-07 18:45:43,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"38,74","15,84",PZ,22.9
5328,9770/2017,2017-06-07 18:43:51,2017-06-07 18:50:17,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"27,44","18,18",PZ,9.26
5329,9771/2017,2017-06-07 19:03:50,2017-06-07 19:12:01,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"17,34","15,76",PZ,1.58
5330,9772/2017,2017-06-07 19:30:25,2017-06-07 19:34:40,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,19,"18,18",PZ,0.82
5331,9773/2017,2017-06-07 20:17:21,2017-06-07 20:30:05,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,62","15,66",PZ,8.96
5332,9779/2017,2017-06-08 05:29:55,2017-06-08 05:34:44,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,94","6,68",PZ,1.26
5333,9793/2017,2017-06-08 06:09:03,2017-06-08 06:13:23,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,5","6,68",PZ,0.82
5334,9794/2017,2017-06-08 06:18:00,2017-06-08 06:24:45,207,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"22,42","18,92",PZ,3.5
5335,9801/2017,2017-06-08 06:32:20,2017-06-08 06:36:59,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,76","6,42",PZ,0.34
5336,9804/2017,2017-06-08 06:51:25,2017-06-08 06:56:02,652,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,48","6,74",PZ,0.74
5337,9805/2017,2017-06-08 06:52:35,2017-06-08 06:58:35,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,54","7,56",PZ,0.98
5338,9806/2017,2017-06-08 06:59:33,2017-06-08 07:05:23,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,5","8,74",PZ,0.76
5339,9807/2017,2017-06-08 07:07:32,2017-06-08 07:15:00,979,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"4,36","3,66",PZ,0.7
5340,9808/2017,2017-06-08 07:09:36,2017-06-08 07:16:25,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,94","6,44",PZ,0.5
5341,9810/2017,2017-06-08 07:14:25,2017-06-08 07:32:17,BI 4792J,MPO Sp. z o.o.,20 03 01,Krypno,"38,88","16,86",PZ,22.02
